dex,gen,tier,is_legendary,is_mega,name,stat_total,hp,atk,def,sp_atk,sp_def,spd,type1,type2,weakness,height_m,weight_kg,p_male,capture_rate,experience,egg_steps,happiness,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,
488,4,uu,1,0,cresselia,600,120,70,120,75,130,85,psychic,,20,1.5,85.6,0,3,1250000,30720,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
489,4,pu,0,0,phione,480,80,80,80,80,80,80,water,,18,0.4,3.1,,30,1250000,10240,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
490,4,ou,1,0,manaphy,600,100,100,100,100,100,100,water,,18,0.3,1.4,,3,1250000,2560,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
491,4,uber,1,0,darkrai,600,70,90,90,135,90,125,dark,,19,1.5,50.5,,3,1250000,30720,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
492,4,uber,1,0,shaymin,600,100,103,75,120,75,127,grass,grass,21,0.2,2.1,,45,1059860,30720,100,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
493,4,uber,1,0,arceus,720,120,120,120,120,120,120,normal,,18,3.2,320,,3,1250000,30720,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
494,5,bl,1,0,victini,600,100,100,100,100,100,100,psychic,fire,19.5,0.4,4,,3,1250000,30720,100,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,
495,5,unranked,0,0,snivy,308,45,45,55,45,55,63,grass,,21,0.6,8.1,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
496,5,pu,0,0,servine,413,60,60,75,60,75,83,grass,,21,0.8,16,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
497,5,ou,0,0,serperior,528,75,75,95,75,95,113,grass,,21,3.3,63,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
498,5,unranked,0,0,tepig,308,65,63,45,45,45,45,fire,,18,0.5,9.9,88.1,45,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
499,5,unranked,0,0,pignite,418,90,93,55,70,55,55,fire,fighting,18.75,1,55.5,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,
500,5,ru,0,0,emboar,528,110,123,65,100,65,65,fire,fighting,18.75,1.6,150,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,
501,5,unranked,0,0,oshawott,308,55,55,45,63,45,45,water,,18,0.5,5.9,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
502,5,unranked,0,0,dewott,413,75,75,60,83,60,60,water,,18,0.8,24.5,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
503,5,nu,0,0,samurott,528,95,100,85,108,70,70,water,,18,1.5,94.6,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
504,5,unranked,0,0,patrat,255,45,55,39,35,39,42,normal,,18,0.5,11.6,50,255,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
505,5,pu,0,0,watchog,420,60,85,69,60,69,77,normal,,18,1.1,27,50,255,1000000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
506,5,unranked,0,0,lillipup,275,45,60,45,25,45,55,normal,,18,0.4,4.1,50,255,1059860,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
507,5,unranked,0,0,herdier,370,65,80,65,35,65,60,normal,,18,0.9,14.7,50,120,1059860,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
508,5,pu,0,0,stoutland,500,85,110,90,45,90,80,normal,,18,1.2,61,50,45,1059860,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
509,5,unranked,0,0,purrloin,281,41,50,37,50,37,66,dark,,19,0.4,10.1,50,255,1000000,5120,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
510,5,nu,0,0,liepard,446,64,88,50,88,50,106,dark,,19,1.1,37.5,50,90,1000000,5120,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
511,5,unranked,0,0,pansage,316,50,53,48,53,48,64,grass,,21,0.6,10.5,88.1,190,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
512,5,pu,0,0,simisage,498,75,98,63,98,63,101,grass,,21,1.1,30.5,88.1,75,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
513,5,unranked,0,0,pansear,316,50,53,48,53,48,64,fire,,18,0.6,11,88.1,190,1000000,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
514,5,pu,0,0,simisear,498,75,98,63,98,63,101,fire,,18,1,28,88.1,75,1000000,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
515,5,unranked,0,0,panpour,316,50,53,48,53,48,64,water,,18,0.6,13.5,88.1,190,1000000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
516,5,pu,0,0,simipour,498,75,98,63,98,63,101,water,,18,1,29,88.1,75,1000000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
517,5,unranked,0,0,munna,292,76,25,45,67,55,24,psychic,,20,0.6,23.3,50,190,800000,2560,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
518,5,bl4,0,0,musharna,487,116,55,85,107,95,29,psychic,,20,1.1,60.5,50,75,800000,2560,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
519,5,unranked,0,0,pidove,264,50,55,50,36,30,43,normal,flying,18,0.3,2.1,50,255,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
520,5,unranked,0,0,tranquill,358,62,77,62,50,42,65,normal,flying,18,0.6,15,50,120,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
521,5,pu,0,0,unfezant,488,80,115,80,65,55,93,normal,flying,18,1.2,29,50,45,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
522,5,unranked,0,0,blitzle,295,45,60,32,50,32,76,electric,,17.5,0.8,29.8,50,190,1000000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
523,5,pu,0,0,zebstrika,497,75,100,63,80,63,116,electric,,17.5,1.6,79.5,50,75,1000000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
524,5,unranked,0,0,roggenrola,280,55,75,85,25,25,15,rock,,21,0.4,18,50,255,1059860,3840,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
525,5,unranked,0,0,boldore,390,70,105,105,50,40,20,rock,,21,0.9,102,50,120,1059860,3840,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
526,5,pu,0,0,gigalith,515,85,135,130,60,80,25,rock,,21,1.7,260,50,45,1059860,3840,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
527,5,unranked,0,0,woobat,323,65,45,43,55,43,72,psychic,flying,20.25,0.4,2.1,50,190,1000000,3840,70,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,
528,5,pu,0,0,swoobat,425,67,57,55,77,55,114,psychic,flying,20.25,0.9,10.5,50,45,1000000,3840,70,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,
529,5,unranked,0,0,drilbur,328,60,85,40,30,45,68,ground,,19,0.3,8.5,50,120,1000000,5120,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
530,5,ou,0,0,excadrill,508,110,135,60,50,65,88,ground,steel,15.75,0.7,40.4,50,60,1000000,5120,70,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,
531,5,nu,0,1,mega audino,545,103,60,126,80,126,50,normal,fairy,17,1.5,32,50,255,800000,5120,70,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,
531,5,pu,0,0,audino,445,103,60,86,60,86,50,normal,,18,1.1,31,50,255,800000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
532,5,unranked,0,0,timburr,305,75,80,55,25,35,35,fighting,,19.5,0.6,12.5,75.4,180,1059860,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
533,5,nu,0,0,gurdurr,405,85,105,85,40,50,40,fighting,,19.5,1.2,40,75.4,90,1059860,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
534,5,uu,0,0,conkeldurr,505,105,140,95,55,65,45,fighting,,19.5,1.4,87,75.4,45,1059860,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
535,5,unranked,0,0,tympole,294,50,50,40,50,40,64,water,,18,0.5,4.5,50,255,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
536,5,unranked,0,0,palpitoad,384,75,65,55,65,55,69,water,ground,18,0.8,17,50,120,1059860,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
537,5,ru,0,0,seismitoad,509,105,95,75,85,75,74,water,ground,18,1.5,62,50,45,1059860,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
538,5,bl4,0,0,throh,465,120,100,85,30,85,45,fighting,,19.5,1.3,55.5,100,45,1000000,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
539,5,ru,0,0,sawk,465,75,125,75,30,75,85,fighting,,19.5,1.4,51,100,45,1000000,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
540,5,unranked,0,0,sewaddle,310,45,53,70,40,60,42,bug,grass,25,0.3,2.5,50,255,1059860,3840,70,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,
541,5,unranked,0,0,swadloon,380,55,63,90,50,80,42,bug,grass,25,0.5,7.3,50,120,1059860,3840,70,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,
542,5,pu,0,0,leavanny,500,75,103,80,70,80,92,bug,grass,25,1.2,20.5,50,45,1059860,3840,70,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,
543,5,unranked,0,0,venipede,260,30,45,59,30,39,57,bug,poison,19,0.4,5.3,50,255,1059860,3840,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,
544,5,unranked,0,0,whirlipede,360,40,55,99,40,79,47,bug,poison,19,1.2,58.5,50,120,1059860,3840,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,
545,5,bl,0,0,scolipede,485,60,100,89,55,69,112,bug,poison,19,2.5,200.5,50,45,1059860,5120,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,
546,5,unranked,0,0,cottonee,280,40,27,60,37,50,66,grass,fairy,21,0.3,0.6,50,190,1000000,5120,70,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,
547,5,uu,0,0,whimsicott,480,60,67,85,77,75,116,grass,fairy,21,0.7,6.6,50,75,1000000,5120,70,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,
548,5,unranked,0,0,petilil,280,45,35,50,70,50,30,grass,,21,0.5,6.6,0,190,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
549,5,nu,0,0,lilligant,480,70,60,75,110,75,90,grass,,21,1.1,16.3,0,75,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
550,5,pu,0,0,basculin,460,70,92,65,80,55,98,water,,18,1,18,50,25,1000000,10240,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
551,5,unranked,0,0,sandile,292,50,72,35,35,35,65,ground,dark,20,0.7,15.2,50,180,1059860,5120,70,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,
552,5,pu,0,0,krokorok,351,60,82,45,45,45,74,ground,dark,20,1,33.4,50,90,1059860,5120,70,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,
553,5,uu,0,0,krookodile,519,95,117,80,65,70,92,ground,dark,20,1.5,96.3,50,45,1059860,5120,70,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,
554,5,unranked,0,0,darumaka,315,70,90,45,15,45,50,fire,,18,0.6,37.5,50,120,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
555,5,uu,0,0,darmanitan,540,105,30,105,140,105,55,fire,fire,18,1.3,92.9,50,60,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
556,5,pu,0,0,maractus,461,75,86,67,106,67,60,grass,,21,1,28,50,255,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
557,5,unranked,0,0,dwebble,325,50,65,85,35,35,55,bug,rock,20,0.3,14.5,50,190,1000000,5120,70,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,
558,5,pu,0,0,crustle,485,70,105,125,65,75,45,bug,rock,20,1.4,200,50,75,1000000,5120,70,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,
559,5,unranked,0,0,scraggy,348,50,75,70,35,70,48,dark,fighting,20.25,0.6,11.8,50,180,1000000,3840,35,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,
560,5,ru,0,0,scrafty,488,65,90,115,45,115,58,dark,fighting,20.25,1.1,30,50,90,1000000,3840,70,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,
561,5,ru,0,0,sigilyph,490,72,58,80,103,80,97,psychic,flying,20.25,1.4,14,50,45,1000000,5120,70,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,
562,5,unranked,0,0,yamask,303,38,30,85,55,65,30,ghost,,17,0.5,1.5,50,190,1000000,6400,70,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
563,5,ru,0,0,cofagrigus,483,58,50,145,95,105,30,ghost,,17,1.7,76.5,50,90,1000000,6400,70,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
564,5,unranked,0,0,tirtouga,355,54,78,103,53,45,22,water,rock,21.25,0.7,16.5,88.1,45,1000000,7680,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,
565,5,bl4,0,0,carracosta,495,74,108,133,83,65,32,water,rock,21.25,1.2,81,88.1,45,1000000,7680,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,
566,5,unranked,0,0,archen,401,55,112,45,74,45,70,rock,flying,19.5,0.5,9.5,88.1,45,1000000,7680,70,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,
567,5,nu,0,0,archeops,567,75,140,65,112,65,110,rock,flying,19.5,1.4,32,88.1,45,1000000,7680,70,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,
568,5,unranked,0,0,trubbish,329,50,50,62,40,62,65,poison,,17.5,0.6,31,50,190,1000000,5120,70,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,
569,5,nu,0,0,garbodor,474,80,95,82,60,82,75,poison,,17.5,1.9,107.3,50,60,1000000,5120,70,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,
570,5,unranked,0,0,zorua,330,40,65,40,80,40,65,dark,,19,0.7,12.5,88.1,75,1059860,6400,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
571,5,bl2,0,0,zoroark,510,60,105,60,120,60,105,dark,,19,1.6,81.1,88.1,45,1059860,5120,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
572,5,unranked,0,0,minccino,300,55,50,40,40,40,75,normal,,18,0.4,5.8,24.6,255,800000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
573,5,ru,0,0,cinccino,470,75,95,60,65,60,115,normal,,18,0.5,7.5,24.6,60,800000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
574,5,unranked,0,0,gothita,290,45,30,50,55,65,45,psychic,,20,0.4,5.8,24.6,200,1059860,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
575,5,unranked,0,0,gothorita,390,60,45,70,75,85,55,psychic,,20,0.7,18,24.6,100,1059860,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
576,5,pu,0,0,gothitelle,490,70,55,95,95,110,65,psychic,,20,1.5,44,24.6,50,1059860,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
577,5,unranked,0,0,solosis,290,45,30,40,105,50,20,psychic,,20,0.3,1,50,200,1059860,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
578,5,pu,0,0,duosion,370,65,40,50,125,60,30,psychic,,20,0.6,8,50,100,1059860,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
579,5,uu,0,0,reuniclus,490,110,65,75,125,85,30,psychic,,20,1,20.1,50,50,1059860,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
580,5,unranked,0,0,ducklett,305,62,44,50,44,50,55,water,flying,18.5,0.5,5.5,50,190,1000000,5120,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,
581,5,pu,0,0,swanna,473,75,87,63,87,63,98,water,flying,18.5,1.3,24.2,50,45,1000000,5120,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,
582,5,unranked,0,0,vanillite,305,36,50,50,65,60,44,ice,,21.5,0.4,5.7,50,255,1250000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
583,5,unranked,0,0,vanillish,395,51,65,65,80,75,59,ice,,21.5,1.1,41,50,120,1250000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
584,5,pu,0,0,vanilluxe,535,71,95,85,110,95,79,ice,,21.5,1.3,57.5,50,45,1250000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
585,5,unranked,0,0,deerling,335,60,60,50,40,50,75,normal,grass,21,0.6,19.5,50,190,1000000,5120,70,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,
586,5,pu,0,0,sawsbuck,475,80,100,70,60,70,95,normal,grass,21,1.9,92.5,50,75,1000000,5120,70,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,
587,5,pu,0,0,emolga,428,55,75,60,75,60,103,electric,flying,16.5,0.4,5,50,200,1000000,5120,70,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,
588,5,unranked,0,0,karrablast,315,50,75,45,40,45,60,bug,,19.5,0.5,5.9,50,200,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
589,5,ru,0,0,escavalier,495,70,135,105,60,105,20,bug,steel,15.75,1,33,50,75,1000000,3840,70,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,
590,5,unranked,0,0,foongus,294,69,55,45,55,55,15,grass,poison,19.25,0.2,1,50,190,1000000,5120,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,
591,5,ou,0,0,amoonguss,464,114,85,70,85,80,30,grass,poison,19.25,0.6,10.5,50,75,1000000,5120,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,
592,5,unranked,0,0,frillish,335,55,40,50,65,85,40,water,ghost,17,1.2,33,50,190,1000000,5120,70,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,
593,5,ru,0,0,jellicent,480,100,60,70,85,105,60,water,ghost,17,2.2,135,50,60,1000000,5120,70,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,
594,5,ru,0,0,alomomola,470,165,75,80,40,45,65,water,,18,1.2,31.6,50,75,800000,10240,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
595,5,unranked,0,0,joltik,319,50,47,50,57,50,65,bug,electric,18,0.1,0.6,50,190,1000000,5120,70,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,
596,5,uu,0,0,galvantula,472,70,77,60,97,60,108,bug,electric,18,0.8,14.3,50,75,1000000,5120,70,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,
597,5,nu,0,0,ferroseed,305,44,50,91,24,86,10,grass,steel,16.25,0.6,18.8,50,255,1000000,5120,70,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,
598,5,ou,0,0,ferrothorn,489,74,94,131,54,116,20,grass,steel,16.25,1,110,50,90,1000000,5120,70,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,
599,5,unranked,0,0,klink,300,40,55,70,45,60,30,steel,,15,0.3,21,,130,1059860,5120,70,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,
600,5,pu,0,0,klang,440,60,80,95,70,85,50,steel,,15,0.6,51,,60,1059860,5120,70,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,
601,5,nu,0,0,klinklang,520,60,100,115,70,85,90,steel,,15,0.6,81,,30,1059860,5120,70,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,
602,5,unranked,0,0,tynamo,275,35,55,40,45,40,60,electric,,17.5,0.2,0.3,50,190,1250000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
603,5,unranked,0,0,eelektrik,405,65,85,70,75,70,40,electric,,17.5,1.2,22,50,60,1250000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
604,5,ru,0,0,eelektross,515,85,115,80,105,80,50,electric,,17.5,2.1,80.5,50,30,1250000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
605,5,unranked,0,0,elgyem,335,55,55,55,85,55,30,psychic,,20,0.5,9,50,255,1000000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
606,5,pu,0,0,beheeyem,485,75,75,75,125,95,40,psychic,,20,1,34.5,50,90,1000000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
607,5,unranked,0,0,litwick,275,50,30,55,65,55,20,ghost,fire,17.25,0.3,3.1,50,190,1059860,5120,70,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,
608,5,unranked,0,0,lampent,370,60,40,60,95,60,55,ghost,fire,17.25,0.6,13,50,90,1059860,5120,70,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,
609,5,uu,0,0,chandelure,520,60,55,90,145,90,80,ghost,fire,17.25,1,34.3,50,45,1059860,5120,70,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,
610,5,unranked,0,0,axew,320,46,87,60,30,40,57,dragon,,19,0.6,18,50,75,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
611,5,pu,0,0,fraxure,410,66,117,70,40,50,67,dragon,,19,1,36,50,60,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
612,5,uu,0,0,haxorus,540,76,147,90,60,70,97,dragon,,19,1.8,105.5,50,45,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
613,5,unranked,0,0,cubchoo,305,55,70,40,60,40,40,ice,,21.5,0.5,8.5,50,120,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
614,5,pu,0,0,beartic,505,95,130,80,70,80,50,ice,,21.5,2.6,260,50,60,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
615,5,pu,0,0,cryogonal,515,80,50,50,95,135,105,ice,,21.5,1.1,148,,25,1000000,6400,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
616,5,unranked,0,0,shelmet,305,50,40,85,40,65,25,bug,,19.5,0.4,7.7,50,200,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
617,5,ru,0,0,accelgor,495,80,70,40,100,60,145,bug,,19.5,0.8,25.3,50,75,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
618,5,pu,0,0,stunfisk,471,109,66,84,81,99,32,ground,electric,19,0.7,11,50,75,1000000,5120,70,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,
619,5,unranked,0,0,mienfoo,350,45,85,50,55,50,65,fighting,,19.5,0.9,20,50,180,1059860,6400,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
620,5,uu,0,0,mienshao,510,65,125,60,95,60,105,fighting,,19.5,1.4,35.5,50,45,1059860,6400,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
